nombre,categoria,departamento,municipio,telefono,enlace,enlace_canonico,fuente,anio,atractivo,codigo,colegio,constitucionbien,descripcioncompleta,descripción,direccion,estadoconservacion,indicador,link,mes,pais_origen,prestador,registro_nacional_de_turismo,representatividad,responsable,ubicación,valor,vereda
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Ecuador,,,,,,58.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,El Salvador,,,,,,3.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,España,,,,,,42.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Estados Unidos,,,,,,182.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Finlandia,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Francia,,,,,,5.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Grecia,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Guatemala,,,,,,3.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Honduras,,,,,,3.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Irlanda,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Italia,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Lituania,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Marruecos,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,México,,,,,,57.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Nicaragua,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Nueva Zelanda,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Panamá,,,,,,13.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Paraguay,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Países Bajos,,,,,,7.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Perú,,,,,,22.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Portugal,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Puerto Rico,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Reino Unido,,,,,,6.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,República Checa,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,República Dominicana,,,,,,30.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Rumania,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Rusia,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Suecia,,,,,,3.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Suiza,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Turquía,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,5,Uruguay,,,,,,3.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes total por departamento,,5,,,,,,,592.0,
,,TOLIMA,Ibagué,,,,otra,2023,Parque Nacional Natural Nevados,,,,,,,,Visitantes por atractivo,,5,,,,,,,0.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Argentina,,,,,,2.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Brasil,,,,,,3.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Canadá,,,,,,3.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Chile,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,China,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Costa Rica,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Ecuador,,,,,,18.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,El Salvador,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Estados Unidos,,,,,,32.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Francia,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Guatemala,,,,,,2.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Honduras,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,India,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Irlanda,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Italia,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,México,,,,,,10.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Panamá,,,,,,3.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Perú,,,,,,3.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Reino Unido,,,,,,2.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Uruguay,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes total por departamento,,6,,,,,,,88.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Alemania,,,,,,14.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Arabia Saudita,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Argentina,,,,,,8.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Aruba,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Australia,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Austria,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Bahamas,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Bolivia,,,,,,12.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Brasil,,,,,,9.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Bélgica,,,,,,5.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Canadá,,,,,,27.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Chile,,,,,,19.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,China,,,,,,4.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Corea del Sur,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Costa Rica,,,,,,22.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Cuba,,,,,,13.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Dinamarca,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Ecuador,,,,,,140.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,El Salvador,,,,,,3.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Emiratos Árabes Unidos,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,España,,,,,,47.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Estados Unidos,,,,,,317.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Finlandia,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Francia,,,,,,25.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Guatemala,,,,,,3.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Irlanda,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Israel,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Italia,,,,,,13.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,México,,,,,,91.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Noruega,,,,,,3.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Nueva Zelanda,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Panamá,,,,,,13.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Paraguay,,,,,,23.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Países Bajos,,,,,,3.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Perú,,,,,,20.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Polonia,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Puerto Rico,,,,,,4.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Reino Unido,,,,,,4.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,República Dominicana,,,,,,3.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Rusia,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Suecia,,,,,,14.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Suiza,,,,,,6.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Trinidad y Tobago,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Uruguay,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes total por departamento,,6,,,,,,,885.0,
,,HUILA,Acevedo,,,,otra,2023,Parque Nacional Natural Cueva de los Guacharos,,,,,,,,Visitantes por atractivo,,6,,,,,,,22.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Alemania,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Argentina,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Bolivia,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Brasil,,,,,,3.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Chile,,,,,,3.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Dinamarca,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Ecuador,,,,,,62.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Eslovaquia,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,España,,,,,,9.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Estados Unidos,,,,,,9.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Estonia,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Francia,,,,,,18.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Honduras,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Indonesia,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Israel,,,,,,3.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Italia,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Kazajistán,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,México,,,,,,13.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Panamá,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Países Bajos,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Perú,,,,,,7.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Polonia,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Portugal,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Reino Unido,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,República Dominicana,,,,,,3.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Rusia,,,,,,6.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Suiza,,,,,,4.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes total por departamento,,6,,,,,,,162.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Alemania,,,,,,16.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Arabia Saudita,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Argentina,,,,,,24.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Australia,,,,,,8.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Bangladesh,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Bolivia,,,,,,16.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Brasil,,,,,,27.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Bélgica,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Camerún,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Canadá,,,,,,21.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Chile,,,,,,41.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Costa Rica,,,,,,21.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Cuba,,,,,,27.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Curazao,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Ecuador,,,,,,68.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Egipto,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,El Salvador,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Emiratos Árabes Unidos,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,España,,,,,,90.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Estados Unidos,,,,,,371.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Finlandia,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Francia,,,,,,12.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Grecia,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Guatemala,,,,,,15.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Honduras,,,,,,4.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Irlanda,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Islas Caimán,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Israel,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Italia,,,,,,14.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,México,,,,,,146.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Noruega,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Panamá,,,,,,50.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Paraguay,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Países Bajos,,,,,,14.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Perú,,,,,,29.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Polonia,,,,,,3.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Portugal,,,,,,3.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Puerto Rico,,,,,,3.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Qatar,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Reino Unido,,,,,,11.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,República Checa,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,República Dominicana,,,,,,11.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Suecia,,,,,,5.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Suiza,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Turquía,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,6,Uruguay,,,,,,7.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes total por departamento,,6,,,,,,,1085.0,
,,TOLIMA,Ibagué,,,,otra,2023,Parque Nacional Natural Nevados,,,,,,,,Visitantes por atractivo,,6,,,,,,,0.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Alemania,,,,,,2.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Argentina,,,,,,4.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Australia,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Austria,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Brasil,,,,,,6.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Canadá,,,,,,2.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Chile,,,,,,6.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Costa Rica,,,,,,7.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Cuba,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Ecuador,,,,,,40.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,El Salvador,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,España,,,,,,3.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Estados Unidos,,,,,,38.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Francia,,,,,,3.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Guatemala,,,,,,6.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Honduras,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,India,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Irlanda,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Jamaica,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,México,,,,,,10.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Organismos internacionales,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Panamá,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Países Bajos,,,,,,2.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Perú,,,,,,3.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Polonia,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Reino Unido,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,República Dominicana,,,,,,3.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Suiza,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Uruguay,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes total por departamento,,7,,,,,,,149.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Alemania,,,,,,24.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Argentina,,,,,,11.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Armenia,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Aruba,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Australia,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Belice,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Bolivia,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Brasil,,,,,,11.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Bulgaria,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Bélgica,,,,,,5.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Canadá,,,,,,31.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Chile,,,,,,13.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,China,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Costa Rica,,,,,,15.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Cuba,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Ecuador,,,,,,219.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,El Salvador,,,,,,3.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Emiratos Árabes Unidos,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,España,,,,,,36.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Estados Unidos,,,,,,169.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Finlandia,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Francia,,,,,,31.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Guatemala,,,,,,3.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Honduras,,,,,,6.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Hungría,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Italia,,,,,,10.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,México,,,,,,76.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Panamá,,,,,,6.0,
