Departamento,Municipio,Nombre,Link,Vereda,Direccion,Codigo,Responsable,Telefono,EstadoConservacion,ConstitucionBien,Representatividad,Ubicación,Descripción,DescripcionCompleta
Huila,Garzón,Sancocho de Gallina,https://huila.travel/inventario/249,GARZON,0,41298.1.3.2.1.1.1.5357,SYTIC,0,,,,"Garzón, 0.",(1176 reviews),Plato tradicional de la cocina huilense en el cual se prepara un cocido con productos que son originarios de la finca los ingredientes que no pueden faltar son la gallina de campo el plátano verde y la yuca pero se le agrega también ahuyama papa mazorca de maíz tierno y arracacha. Se sazona con cebolla tomate ajo cilantro cimarrón cilantro de castilla se sirve con arroz blanco aguacate y con un guisado de cebolla y tomate en aceite al que se le llama hogo u hogao. En el municipio de Garzón se puede degustar de esta preparación en la plaza de mercado. 0
Huila,Timaná,Santuario de La Virgen De Los Milagros de Tobo,https://huila.travel/inventario/390,Vereda Tobo,Cra 3 # 7-75 Casa San Calixto,1.1.3.1 Templo,SITYC HUILA,318,,,,"Timaná, Cra 3 # 7-75 Casa San Calixto.",(1176 reviews),"Templo de unsolo cuerpo y una sola nave, donde se venera un cuadro de la Virgen María bajo la advocación de la Virge de Los Milagros, la construcción es en tapia pisadacon pisos deen tableta cadrada de ladrillos en tableta, ventanas laterales en arcos apuntados y vitrales, enmarcadas en una obra en madera, el altar esta onstruido en obra en madera y junto a el esta la pila buatismal en piedra labrada, el lugar tiene una especial belleza paisajistica y por lo empinado del sendero se pueden hacer peregrinaciones y viacrucis. or la ruta 45 que de Timaná conduce a Pitalito, 5,5 Km y de alli se toma un cruce a mano derecha por 2,6 km hasta el santuario"
Huila,Neiva,Santuario de San Roque,https://huila.travel/inventario/295,0,Carrera 5 No. 1C - 70,41001.1.1.1.3.1.7.5978,SYTIC HUILA,0,15%,,28%,"Neiva, Carrera 5 No. 1C - 70.",(1176 reviews),El Templo en honor y devoción a San Roque patrono de los peregrinos cirujanos enfermos y perros. Construida en tres naves dispuestas bajo una cubierta de dos aguas. En su fachada se puede apreciar una espadaña de tres cuerpos con arcos de medio punto que descansa sobre un frontis de forma trapezoidal con tres accesos representados en arcos de medio punto al igual que los nichos de la fachada y las ventanas laterales. En su interior encontramos tres naves una principal y dos laterales en una de ellas se ubica la imagen de San Roque. Este templo fue restaurado en el año 2015 adicionando algunas lámparas que armonizan con la constitución de la obra y canales para proteger el techo de la humedad. Las fiestas de San Roque se celebran el 16 de agosto. 0
Huila,Garzón,SEMINARIO MAYOR CONCILIAR MARIA INMACULADA CONCEPCION,https://huila.travel/inventario/51,CASCO URBANO DEL MUNICIPIO,Cll 9 No 1a - 83 barrio Nazare,1.2.3,SITYC Huila,2147480000,21%,,28%,"Garzón, Cll 9 No 1a - 83 barrio Nazare.",(1176 reviews),"Obra arquitectónica Monumental, en ladrillo cocido y tapia pisada, que utiliza la técnica de la ventilación cruzada, techos muy altos, arcos, claraboyas y jardines internos, para minimizar los efectos del clima. El seminario fue fundado en 1895 pero las actuales instalaciones se empiezan en el año 1843 y su construcción dura 40 años. Cll 9 No 1a - 83 barrio Nazareth. Por la vía que del casco urbano que del municipio conduce a zuluaga y al circuito turístico del centro del departamento, un kilometro a mano izquierda. Garzón esta ubicado a 113 Km de la ciudad de Neiva, por una excelente carretera que conduce a San Agustín."
Huila,Rivera,Seminario Mayor de San Esteban,https://huila.travel/inventario/215,rivera,Carrera 5 No 11 - 01,41615.1.1.1.3.3.3.5284,SYTIC,0,20%,,26%,"Rivera, Carrera 5 No 11 - 01.",(1176 reviews),Es una construcción moderna de los años 90 en material de concreto y tejas de barro industrial con zonas verdes y con diseño monumental y diseñado con una arquitectura sostenible conformado por la zona administrativa las aulas de clase y una capilla. Las instalaciones fueron construidas en torno a una capilla que alberga obras de arte religiosa en vitrales y pinturas. Este Seminario responde a la necesidad de contar con un lugar donde formar la Pastoral vocacional teniendo en cuenta que Neiva en el año de 1992 fue sede de la misión de reconciliación evento de importancia para la Diócesis. Es un espacio que brinda experiencias para las personas que se orientan por un turismo religioso. 0
Huila,Saladoblanco,Sendero Chipyaq,https://huila.travel/inventario/409,Vereda Morelia,Vereda Morelia Saladoblanco,2.9 Lugares de observación de flora y fauna,Sityc Huila,3207950000,,,,"Saladoblanco, Vereda Morelia Saladoblanco.",(1176 reviews),"Sendero interpretativo de flora, fauna y cascadas, ubicado en la zona de amortiguación del Parque Natural Regional El Dorado. El sendero tiene aproximadamente 4.5 kilómetros, inicia en un establecimiento de producción de truchas y asciende por cultivos de café, potreros y parches de bosque hasta llegar a la quebrada, lugar donde se interna en un bosque muy bien conservado y empiezan a encontrarse cascadas desde 5 hasta 22 metros de alto. El sendero va por la orilla de la quebrada junto a las cascadas presentando algún grado de dificultad, hasta llegar a la última cascada denominada El Arca de Noé, para de allí regresar por la zona boscosa y retomar el camino de acceso. Se puede , observar aves y también coordinar actividades de cuerdas. Ubicada a 950 metros del parque del centro poblado de Morelia en Saladoblanco, por la vía que conduce a El Palmar"
Huila,Gigante,SENDERO DEL PUENTE COLGANTE,https://huila.travel/inventario/156,CASCO URBANO - EL TENDIDO,,2.9,SITYC Huila,0,,,,"Gigante, NA.",(1176 reviews),"Sendero veredal, ideal para recorrerlo en bicicleta, a caballo o a pie en donde se pueden apreciar labranzas de cacao, guaduales, explotaciones ganaderas y otras explotaciones agropecuarias, y que articula los elementos interpretativos del Puente Colgante, La Estación Acuícola del Alto Magdalena, La Escuela Normal Superior, El Monte Tabor y se donde se puede disfrutar de la biodiversidad de la zona. Salida desde el casco urbano de Gigante por el Colegio Agrícola."
Huila,Yaguará,SENDERO ECOLOGICO,https://huila.travel/inventario/134,CASCO URBANO,,2.9,SITYC Huila,0,,,,"Yaguará, NA.",(1176 reviews),"Circuito eco turístico para hacerse en bicicleta, a caballo o a pie de aproximadamente 4 km, por la orilla de la represa de Betania entre la zona de protección, que es un bosque plantado de especies nativas y explotaciones agropecuarias en su mayoría arroceras y pastos para ganado lo que permite disfrutar del paisaje natural y cultural típico de la zona. Por la combinación de hábitats del lugar hay una alta diversidad de fauna silvestre destacándose algunas especies de aves, como ibis, garzas, algunos rapaces, tangaras y semilleros entre otras. El Acceso esta inconcluso. Desde el casco urbano del municipio de Yaguará, localizado a 49 km de la ciudad de Neiva, se accede por la finca San José."
Huila,Pitalito,SENDERO ECOLOGICO LOS CANTOS DEL BAMBU,https://huila.travel/inventario/100,VEREDA LA PAZ,,2.9,SITYC Huila,0,,,,"Pitalito, NA.",(1176 reviews),"Sendero ecológico interpretativo dentro del Tecnoparque Yamboró, resalta la diversidad de fauna y flora silvestre representativa del lugar, haciendo mayor énfasis en la avifauna, sirviendo como refugio para las aves, mariposas e insectos. Ubicado en el Tecnoparque Yamboró en la Vereda la paz a 7 km de Pitalito. El municipio de Pitalito esta ubicado a 189 km de la ciudad de Neiva"
Huila,San Agustí­n,SENDERO ECOLOGICO PAOCOS,https://huila.travel/inventario/131,LA FLORIDA,500 MTS DEL CASCO URBANO DE SA,2.9,SITYC Huila,2147480000,,,,"San Agustí­n, 500 MTS DEL CASCO URBANO DE SA.",(1176 reviews),"Sendero interpretativo natural y cultural en una finca agropecuaria sostenible, donde se tienen algunos procesos demostrativos de las tecnologías limpias utilizadas. Integra actividades productivas, paisaje y biodiversidad, destacándose un mirador sobre el río Sombrerillos; la caminata por entre cultivos de caña, café y lulo; y la infraestructura para beneficio de cosechas, producción de gas y tratamiento de aguas residuales. Ubicada a 0.5 Km de San Agustín por la vía que conduce a la ciudad de Neiva. Para llegar a San Agustín usted debe tomar la vía Bogotá - Neiva (306 Km), o llegar a Neiva por vía aérea, Neiva - Pitalito 189 Km) y Pitalito - San Agustín (38 Km)."
Huila,Garzón,SENDERO INTEPRETATIVO AGROPARQUE LOMACHATA,https://huila.travel/inventario/124,LA CABAÑA,,2.9,SITYC Huila,2147480000,,,,"Garzón, NA.",(1176 reviews),"Sendero interpretativo para la observación de fauna, flora y actividades agrícolas y culturales. Recorre un establecimiento de molienda, potreros, un guadual y la zona de protección de la quebrada La Vuelta donde encontramos vegetación nativa, llega hasta un estanque artificial con un kiosco en el centro donde se pueden observar las aves acuáticas y finalmente regresa a la casa pasando por instalaciones para la producción de cerdos y la cría de caballos Colombianos. Cuenta con un guion muy interesante sobre la cultura, la conservación y las practicas de producción limpia. Ubicado en la finca Villa Daniela, a 15 km desde el casco urbano de Garzón 15 Km por la vía pavimentada que conduce a zuluaga y 4 km por la vía destapada a la vereda la cabaña. Garzón esta ubicado a 113 Km de la ciudad de Neiva, por una excelente carretera que conduce a San Agustín."
Huila,Villavieja,Sendero Interpretativo Arqueológico Doche,https://huila.travel/inventario/402,Vereda Doche,Caserío Doche Villavieja,1.4.1,SITYC HUILA,3142810000,,,,"Villavieja, Caserío Doche Villavieja.",(1176 reviews),"Sendero interpretativo de arqueología y naturaleza, de aproximadamente 6 Km desde el caserío de la vereda doche hasta el río Cabrera, visitando los vestigios arqueológicos de Mesita empedrada, Piedra del Sacrificio y Piedra Pintada, el recorrido se hace por una carretera en afirmado, y luego por senderos en medio del bosque subxerofitico, y se pueden apreciar algunos cultivos, la diversidad del bosque y los sitios arqueológicos con dos piedras talladas y un colina con unos empedrados artificiales en toda su superficie alta. El caserío de la vereda Doche esta ubicado a 25 Km del casco Urbano del municipio de Villavieja, 17 Km por la vía que cruza el desierto y conduce al municipio de Baraya, y 8 km desde un cruce cerca al valle de los xilópalos."
Huila,Gigante,Sendero Interpretativo Finca el Altico,https://huila.travel/inventario/420,Vereda La Umbría,Vereda La Umbría,1.2.1 Sector rural de interés,Sityc Huila,3115160000,,,,"Gigante, Vereda La Umbría.",(1176 reviews),"Finca en la zona montañosa del municipio de Gigante en zona de amortiguación del Páramo de Miraflores, predio de 12 hectáreas con cultivos de café aguacate y frijol, huerta casera y senderos interpretativos a la zona de protección de la quebrada y a las zonas productivas, producen lombriz y humus. El sendero llega por una cuesta muy empinada agregándole exigencia física a la caminata. Desde el parque del municipio de Gigante, 1,2 km por la ruta 45 se toma un cruce a la izquierda por la ruta Mágica del Café por 20.7 km, se toma un cruce a la izquierda a la vereda La Umbría por 4.5 km hasta el caserío de la Umbría"
Huila,La Plata,SENDERO LA COOPERATIVA - PUENTE DE LA SELVA,https://huila.travel/inventario/120,VEREDA EL CONGRESO,,2.9,SITYC Huila,0,,,,"La Plata, NA.",(1176 reviews),"Sendero para la observación de aves y otros componentes de la biodiversidad. Se integra en la interpretación del paisaje, la cotidianidad y cultura campesina de la región. Pasa por explotaciones agropecuarias donde apreciamos razas de ganado de clima frio, cultivos que garantizan la seguridad alimentaria de los habitantes del lugar, un puente en tablas techado que inicia un camino antiguo hacia otros municipios y el bosque húmedo premontano del parque natural Nacional Puracé. Por la vía que del casco urbano de la plata conduce a Popayán pasando por los centros poblados de gallego, villa Lozada y Belén, 41, 8 kms hasta el cruce del congreso y de allí 12 kms hasta la cooperativa. La Plata está Localizada a 122 Km de Neiva por la vía Puracé Popayán."
Huila,Palestina,SENDERO LOS CRISTALES - PARQUE NATURAL NACIONAL CUEVA DE LOS GUACHAROS,https://huila.travel/inventario/24,,PARQUE PRINCIPAL PALESTINA,2.9,SITYC Huila,8315700,,,,"Palestina, PARQUE PRINCIPAL PALESTINA.",(1176 reviews),"Sendero ecológico interpretativo, que se realiza entre el Centro de Visitantes y la Cascada de Los Cristales, con una duración aproximada de 3 horas, donde se integra la observación del paisaje, la flora y ella observación y el monitoreo de fauna silvestre y de especies como gallito de roca, toches, quinquinas; mamíferos como tigrillos, oso de anteojos y guara entre otros Ubicado a 20 Km del municipio de Palestina, 12 km hasta la vereda la mensura por una carretera si pavimentar y 8 km por un camino de herradura. Palestina está ubicada a 217 Km de Neiva, 189Km por vía pavimentada hasta Pitalito y 18 Km por carretera sin pavimentar"
Huila,Pitalito,SENDERO PASO DE OSO,https://huila.travel/inventario/61,CORREGIMIENTO DE BRUSELAS,CORREGIMENTO DEBRUCELAS-VEREDA,2.10.4,SITYC Huila,0,,,,"Pitalito, CORREGIMENTO DEBRUCELAS-VEREDA.",(1176 reviews),"Sendero ubicado en el Parque Natural Municipal de Pitalito, Área natural protegida para preservar la fuente de abastecimiento del acueducto municipal. Con el objetivo de conservar áreas de bosque y fuentes de agua se ha propiciado la presencia de especies de la fauna silvestre como el Oso de anteojos, danta de montaña, venado chonto, nutria, boruga, guaras, armadillos, cusumbes, puerco espín entre otros; 4 especies de primates, anfibios, reptiles (corales, cazadoras, cávese, candado entre otras.) y muchas especies de aves 200 especies reportadas (Atlapetes fuscolivaseos, Antosefala frorisep, Aburri aburri gallito de roca, son unas de las mas importantes de la zona, y algunas migratorias; Dendroica cerulea, Dendroica fusca, Dendroica petechia, Leuticus ludovicianus, Piranga rubra, Wilsonia canadienses. En torno al parque y la declaratoria se ha dado un proceso comunitario liderado por la corporación Mashiramo, para la caracterización de fauna y flora silvestre y la sensibilización de actores del área en la protección y monitoreo del oso andino y algunas otras especies Se accede por la vereda El Pensil a 5 Km de Bruselas, El municipio de Pitalito esta ubicado a 189 km de la ciudad de Neiva"
Huila,Rivera,SENDERO PRIMAVERAL,https://huila.travel/inventario/169,VEREDAS GUADUAL-LLANITOS,,2.9,SITYC Huila,0,,,,"Rivera, NA.",(1176 reviews),"Sendero que hace un circuito que sale del casco urbano de Rivera por la vía a termales luego por un sendero a la quebrada Rio Frio, y las veredas llanitos y el Guadual y regresa por el Anillo Turístico. Algunos tramos se deben caminar por unas acequias de Riego, y por explotaciones agropecuarias. Hay algunos relictos de bosque y quebradas y acequias donde se puede apreciar la avifauna del lugar. Del municipio de Rivera, localizado a 22 Km de la ciudad de Neiva, se toma la vía que va para termales y a un Km del casco Urbano se encuentra un desvió a la izquierda en el sitio llamado Tres esquinas."
Huila,Neiva,SERVICIOS ESPECIALIZADOS DE SALUD,https://huila.travel/inventario/90,,,1.6.4.6,SITYC Huila,0,18%,,24%,"Neiva, NA.",(1176 reviews),"Conjunto de centros médicos especializados como Unidad de Cancerología, Unidad renal, oftalmología, neonatal, salud y belleza, cardiología, ortopedia, salud oral entre otras; que han ido posicionando la ciudad como un destino tratamientos de salud y belleza en la Región Surcolombiana. Neiva está Ubicada a 306 Km al sur de la ciudad de Bogotá, por una vía en muy buenas condiciones. Se puede llegar por vía aérea."
Huila,Saladoblanco,SITIO ARQUEOLÓGICO BEGONIA,https://huila.travel/inventario/397,VEREDA MORELIA,FINCA BEGONIA,1.4.1 SITIO ARQUEOLÓGICO,SITYC HUILA,320,,,,"Saladoblanco, FINCA BEGONIA.",(1176 reviews),"Sitio arqueológico con estatuaria lítica monumental, una estatua principal de gran tamaño con boca y ojos zoomorfos, tocado y aretes tallados, pulseras y en las manos un caracol usado como poporo con su palillo portado en la otra mano. A su lado una estatua de menor tamaño, en posición de adoración, tallada por la parte frontal y posterior. en la parte posterior del sitio, hay algunas tallas en forma de sarcófago y una tapa de una tumba. El sitio presenta algunas explanaciones para vivienda en una colina cercana en el mismo predio y un conjunto de tumbas. Ubicado al occidente del casco urbano del municipio de Saladoblanco, a 28 km por una vía en afirmado que conduce al centro poblado de Morelia."
Huila,San Agustí­n,SITIO ARQUEOLOGICO EL TABLON,https://huila.travel/inventario/52,VEREDA EL TABLÓN,,1.4.1,SITYC Huila,0,21%,,24%,"San Agustí­n, NA.",(1176 reviews),"Sitio arqueológico con estatuaria monumental de gran tamaño, 5 estatuas en muy buen estado de conservación, que representan figuras antropomorfas femeninas destacándose una llamada la Diosa Lunar. Una de las estatuas parece estar inconclusa o ser un borrador, y otra es un alto relieve de una figura femenina. Para llegar a San Agustín usted debe tomar la vía Bogotá - Neiva (306 Km), Neiva - Pitalito (189 Km) y Pitalito - San Agustín (38 Km), El Tablón está ubicado a 2 Km de el casco urbano de San Agustín en la vereda El Tablón, 1.5 Km por el anillo turístico y 500 mts por un camino de herradura. A la ciudad de Neiva se puede llegar por vía aérea."
Huila,Rivera,Sitio Arqueológico El Tambillo,https://huila.travel/inventario/217,rivera,Alcaldía del Municipio de Rivera,41615.1.1.3.2.1.1.5294,SYTIC,0,18%,,20%,"Rivera, Alcaldía del Municipio de Rivera.",(1176 reviews),A casi 2000 metros de altura sobre el nivel del mar existen más de una cincuentena de piedras pintadas con petroglifos y signos cabalísticos.Estos vestigios se presume pertenecen a los indígenas Tame o Tama una población que resistió la invasión española y que habitó la ribera del río Caguán en el Caquetá y la cordillera oriental hasta El Caguán en el Huila. .Es un área cultural y natural en la zona de amortiguación del Parque Natural Regional La Siberia con un rango altitudinal de 1800 a 2200 metros sobre el nivel del mar. El lugar presenta un conjuntos de petroglifos dispersos en diferentes sectores de la zona representan mapas y símbolos de los antiguos pobladores. Desde el parque principal de Rivera por la vía a las termales de los Angeles a 13 kilómetros se encuentra el sitio arqueológico.
Huila,San Agustí­n,SITIO ARQUEOLOGICO LA CHAQUIRA,https://huila.travel/inventario/17,VEREDA EL TABLÓN,,1.4.1,SITYC Huila,0,21%,,,"San Agustí­n, NA.",(1176 reviews),"Sitio arqueológico con un conjunto de tallas líticas in situ, sobre un profundo cañón del río Magdalena, donde se destaca una inmensa piedra, tallada por tres caras con figuras antropo-zoomorfas en posición de adoración, la figura principal un chaman jaguar de sexo masculino mira al oriente a la salida el sol en equinoccio; mirando al norte un chaman de sexo masculino con el pene erecto y tocado de plumas, y de cara al sur un figura femenina. En el conjunto se encuentran otras tallas entre ellas un oso andino y un mono titi. El paisaje es sencillamente espectacular de cara al río, al cañón y a un sendero prehispánico que conduce al Alto de Los Ídolos en el Municipio de Isnos, rodeado de imponentes caídas de agua. Para llegar a San Agustín usted debe tomar la vía Bogotá - Neiva (306 Km), Neiva - Pitalito (189 Km) y Pitalito - San Agustín (38 Km), La Chaquira está ubicada a 3.5 Km de el casco urbano de San Agustín en la vereda El Tablón, 1.5 Km por el anillo turístico y 2 Km por un camino de herradura."
Huila,San Agustí­n,SITIO ARQUEOLOGICO LA PELOTA Y EL PURUTAL,https://huila.travel/inventario/10,VEREDA ALTO PURUTAL,,1.4.1,SITYC Huila,0,21%,,28%,"San Agustí­n, NA.",(1176 reviews),"Sitio arqueológico con dos montículos ceremoniales con estatuas en policromía, que representan personajes de alto nivel mágico - religioso, con mascaras antropozoomorfas combinación de boca felina y atributos de pez, para venerar el sol y el maíz; y propiciar la fertilidad, las buenas cosechas y algunos otros favores a la comunidad a través del sacrificio de un niño. En la Pelota se encuentran dos estatuas una representa el águila con una serpiente en el pico y la otra una figura antropozoomorfa con rasgos felinos. Para llegar a San Agustín usted debe tomar la vía Bogotá - Neiva (306 Km), Neiva - Pitalito (189 Km) y Pitalito - San Agustín (38 Km), La Pelota y El Purutal están ubicados 9 Km de el casco urbano de San Agustín en la vereda Alto Purutal, 5.5 Km por el anillo turístico y 3.5 Km por un camino de herradura."
Huila,San Agustí­n,SITIO ARQUEOLOGICO QUEBRADILLAS,https://huila.travel/inventario/75,VEREDA EL QUEBRADÓN,,1.4.1,SITYC Huila,0,21%,,20%,"San Agustí­n, NA.",(1176 reviews),"Sitio arqueológico con estatuaria monumental de gran tamaño, 3 estatuas en muy buen estado de conservación, donde se destaca una máscara muy representativa de la cultura agustiniana, en la cual se aprecia el trabajo geométrico de los antiguos pobladores Para llegar a San Agustín usted debe tomar la vía Bogotá - Neiva (306 Km), Neiva - Pitalito (189 Km) y Pitalito - San Agustín (38 Km), Quebradilas está ubicado a 10 Km de el casco urbano de San Agustín en la vereda El Quebradón. A la ciudad de Neiva se puede llegar por vía aérea"
Huila,San Agustí­n,TALLA ARTESANAL EN PIEDRA,https://huila.travel/inventario/65,,,1.6.10,SITYC Huila,0,,,,"San Agustí­n, NA.",(1176 reviews),"Elaboración de replicas de la estatuaria agustiniana, tallada a mano con herramienta rudimentaria. Se hacen replicas en diferentes tamaños, desde miniaturas hasta piezas de tamaño original, conservando siempre la armonía y los detalles de las piezas antiguas. Esta práctica minimiza en parte el saqueo de elementos patrimoniales, pues se pueden adquirir piezas de muy buena calidad. Para llegar a San Agustín usted debe tomar la vía Bogotá - Neiva (306 Km), o llegar a Neiva por vía aérea, Neiva - Pitalito (189 Km) y Pitalito - San Agustín (38 Km),"
Huila,Neiva,Tamal Huilense,https://huila.travel/inventario/267,0,0,41001.1.3.2.1.1.1.6168,SYTIC,0,,,,"Neiva, 0.",(1176 reviews),Vianda tradicional del departamento del Huila preparado con arroz trozos de carne de res cerdo y gallina pequeños trozos de tocino huevo papa y zanahoria en rodajas arveja verde-seca condimentado con ajo cebolla larga cominos y pimienta se envuelve en una hoja de plátano o bijao y tradicionalmente se sirve con chocolate pan queso o quesillo bizcochos de achira y de cuajada se utiliza como fiambre en viajes y paseos.La receta se ha mantenido entre los pobladores de la región transmitida por tradición oral de generación en generación en lugares de la ciudad es habitual ver los sábados la olla sobre los fogones de leña pues las familias preparan los tamales para su consumo y la venta al público. 0
Huila,Pitalito,TECNO PARQUE 7 YAMBORO,https://huila.travel/inventario/44,VEREDA LA PAZ,"Cra 8 No, 7 - 53",1.1.4.5,SITYC Huila,8365960,21%,,,"Pitalito, Cra 8 No, 7 - 53.",(1176 reviews),"Estrategia para el desarrollo tecnológico la innovación y la creación de ambientes de aprendizajes y el apoyo al desarrollo empresarial; ofrece sin costo: herramientas, la asesoría de los expertos. Es un Centro de Gestión y Desarrollo Sostenible del Sur Colombiano con énfasis en lo agroecológico por lo tanto su infraestructura procesos de investigación capacitación y transferencia de tecnología se enfocan en el sector agropecuario, las visitas deben ser programadas con la subdirección del centro. Vereda la paz a 7 km de Pitalito. El municipio de Pitalito esta ubicado a 212 km de la ciudad de Neiva"
Huila,San Agustí­n,TEJEDURÍA EN FIBRA DE PLATANO,https://huila.travel/inventario/84,,,1.6.10,SITYC Huila,0,,,,"San Agustí­n, NA.",(1176 reviews),"Actividad artesanal que consiste en la elaboración de artículos de uso, como sombreros, mochilas y bolsos. El proceso va desde la extracción de las fibras de la corteza de la mata de plátano, se lavan se secan para ser hiladas y luego se tejen en un telar artesanal. Las fibras son teñidas con tintillas naturales y por la suavidad de la fibra de plata tienen una textura muy agradable al tacto Para llegar a San Agustín usted debe tomar la vía Bogotá - Neiva (306 Km), o llegar a Neiva por vía aérea, Neiva - Pitalito (189 Km) y Pitalito - San Agustín (38 Km)."
Huila,Garzón,TEJEDURIA EN FIQUE,https://huila.travel/inventario/72,LA JAGUA,,1.6.10,SITYC Huila,0,,,,"Garzón, NA.",(1176 reviews),"Técnica para la elaboración de artículos artesanales de uso, en fibra de fique. Incluye todo el proceso de extracción de la fibra, lavado, hilado, teñido con tintillas naturales como achiote, guácimo, café, remolacha, y finalmente el proceso de tejido en telar. El telar esta compuesto por dos balsos, torcedor, tres macanas y el armador. Ubicada a 13 Km al sur del casco urbano de garzón por la Troncal del Magdalena. Garzón esta ubicado a 113 Km de la ciudad de Neiva, por una excelente carretera que conduce a San Agustín."
Huila,Garzón,Tejeduría en Fique,https://huila.travel/inventario/250,GARZON,0,41298.1.3.9.1.1.1.5359,SYTIC,0,,,,"Garzón, 0.",(1176 reviews),La tejeduría en fique es tradicional del corregimiento de La Jagua y es especialmente reconocida en aspectos técnicos como su finura y originalidad. La fibra de fique es natural y procesada de las hojas de la planta que lleva el mismo nombre. El fique es una planta tropical y su procesamiento se realiza en las siguientes etapas: alistamiento desfibrado manual o mecánico fermentación y lavado. Esta técnica es llevada de generación en generación con la elaboración de productos como correas carteras bolsos embalajes pulseras y esculturas de múltiples figuras. 0
Huila,Garzón,TEJIDOS EN FIBRA DE ARROZ,https://huila.travel/inventario/162,,,1.6.10,SITYC Huila,0,,,,"Garzón, NA.",(1176 reviews),"Técnica para la elaboración de artículos artesanales de uso, en fibra de arroz, Bolso, cinturones, zapatos, tejidos con agujas y manualmente en una fibra que se importa desde la China. Garzón esta ubicado a 113 Km de la ciudad de Neiva, por una excelente carretera que conduce a San Agustín."
Huila,Neiva,Templo Colonial de Neiva,https://huila.travel/inventario/296,0,Calle 8 No. 5 - 58,41001.1.1.1.3.1.5.5979,SYTIC HUILA,0,16%,,28%,"Neiva, Calle 8 No. 5 - 58.",(1176 reviews),Su construcción data del siglo XVII año 1791 y fue restaurada luego del terremoto del 9 de febrero de 1967. Cuenta con una planta rectangular y presbiterio separado de la nave por medio de arco toral. Torre campanario adosado sobre la fachada principal al costado izquierdo de la nave compuesta por cuatro cuerpos terminada en pirámide se accede a ella y al coro mediante una escalera exterior adosada al muro lateral. La fachada principal flanqueada por pilares que forman cinco calles a la altura del primer cuerpo de la torre remata en un frontón curvilíneo que delimita una moldura dentada. Una ventana circular sobre la portada de acceso sirve de iluminación al coro. Cuenta con un acceso lateral sobre el costado izquierdo a la altura del presbiterio y puerta del perdón en el costado derecho posee además camarín circular rematando el testero. Las bases están construidas en piedra de río pegada con argamasa su cubierta en tejas de barro cocido con arme en madera aserrada sus paredes laterales en tapia pisada y el frontal en ladrillo y argamasa. Entre 1895 y 1900 funcionó como sede episcopal del Gran Tolima y Catedral hasta la construcción de Diócesis de Ibagué y Garzón. Este templo es de gran importancia histórica para Neiva por su antigüedad y porque varios personajes ilustres han cumplido con los preceptos religiosos entre los que se encuentran Simón Bolívar Eduardo Santos y José Eustasio Rivera. 0
Huila,Neiva,TEMPLO COLONIAL DE NEIVA,https://huila.travel/inventario/56,CASCO URBANO DE LA CIUDAD DE N,CARRERA 5 CALLE 8 ESQUINA,1.1.3.1,SITYC Huila,0,20%,,28%,"Neiva, CARRERA 5 CALLE 8 ESQUINA.",(1176 reviews),"Re-edificada 1785 -1811 y la torre en 1828. Estilo neobarroco por el movimiento Sinuoso del Inframounte o remate de su fachada principal que se combina muy bien a la sobriedad del orden dórico de la torre. Y de los gruesos contrafuertes laterales que sostiene la nave principal, es notorio el ojo de buey. La organización de su espacio interior muestra una solo nave rectangular y una capilla del bautisterio debajo de la torre. Su organización muestra la influencia del estilo mudéjar que se repite en la estructura portante de la cubierta y sus muros están ventilados e iluminados por altas ventanas con vanos con forma de ojos de buey convenientemente repartidos entre sus contrafuertes. En su costado norte se encuentra una puerta lateral de acceso denominada la puerta del perdón realzada por una portada de estilo jónico. El inmueble se encuentra en la plaza fundacional de la ciudad de Neiva, dando un toque diferencial a este espacio presentado sus paredes en tapia pisada, pisos en ladrillo cocido y cubierta en teja de barro sostenido por amarre de madera. Ubicado En La Esquina Nororiental Del Parque Santander. Neiva está Ubicada a 306 Km al sur de la ciudad de Bogotá, por una vía en muy buenas condiciones. Se puede llegar por vía aérea."
Huila,Gigante,TEMPLO COLONIAL DE SAN ANTONIO DE PADUA,https://huila.travel/inventario/74,,CARRERA 5 No. 3 - 51,1.1.3.1,SITYC Huila,8325980,21%,,24%,"Gigante, CARRERA 5 No. 3 - 51.",(1176 reviews),"Templo colonial construido en tapia pisada ladrillo y calicanto Cuenta con una nave central muy alta, una capilla lateral, coro, púlpito, pila bautismal en piedra, ventanas y puertas de madera, y metálicas. La torre es bastante alta con campanario y reloj. Fue declarado Monumento Nacional en febrero de 1972. Gigante está ubicado a 84 km de la ciudad de Neiva, por una vía en muy buen estado que conduce a San Agustín"
